paper_id,authors,decision
561,"Animesh Koratana, Daniel Kang, Peter Bailis, Matei Zaharia",Reject
562,"Leon Weber, Pasquale Minervini, Ulf Leser, Tim Rocktäschel",Reject
563,"Tuan Le, Adam Kosiorek, N. Siddharth, Yee Teh, Frank Wood",Reject
564,"Samuel Bowman, Ellie Pavlick, Edouard Grave, Benjamin Durme, Alex Wang, Jan Hula, Patrick Xia, Raghavendra Pappagari, R. McCoy, Roma Patel, Najoung Kim, Ian Tenney, Yinghui Huang, Katherin Yu, Shuning Jin, Berlin Chen",Reject
565,"Ziv Goldfeld, Ewout Berg, Kristjan Greenewald, Brian Kingsbury, Igor Melnyk, Nam Nguyen, Yury Polyanskiy",Reject
566,"Kenta Oono, Taiji Suzuki",Reject
567,"Rosen Kralev, Russell Mendonca, Alvin Zhang, Tianhe Yu, Abhishek Gupta, Pieter Abbeel, Sergey Levine, Chelsea Finn",Reject
568,"Gonzalo Barrientos, Sten Sootla",Reject
569,"Emilio Balda, Arash Behboodi, Rudolf Mathar",Reject
570,"Carl-Johann Simon-Gabriel, Yann Ollivier, Léon Bottou, Bernhard Schölkopf, David Lopez-Paz",Reject
571,"Sidi Lu, Lantao Yu, Siyuan Feng, Yaoming Zhu, Weinan Zhang, Yong Yu",Reject
572,"Guy Lorberbom, Tamir Hazan",Reject
573,"Giorgio Patrini, Marcello Carioni, Patrick Forré, Samarth Bhargav, Max Welling, Rianne Berg, Tim Genewein, Frank Nielsen",Reject
574,"Faisal Mahmood, Wenhao Xu, Nicholas Durr, Jeremiah Johnson, Alan Yuille",Reject
575,"Paulina Grnarova, Kfir Levy, Aurelien Lucchi, Nathanael Perraudin, Thomas Hofmann, Andreas Krause",Reject
576,"Guangzeng Xie, Hao Jin, Dachao Lin, Zhihua Zhang",Reject
577,"Alex Lin, Wuchen Li, Stanley Osher, Guido Montufar",Reject
578,"Yongqiang Cai, Qianxiao Li, Zuowei Shen",Reject
579,"Jonas Kubilius, Martin Schrimpf, Ha Hong, Najib Majaj, Rishi Rajalingham, Elias Issa, Kohitij Kar, Pouya Bashivan, Jonathan Prescott-Roy, Kailyn Schmidt, Aran Nayebi, Daniel Bear, Daniel Yamins, James DiCarlo",Reject
580,"Ya-Ping Hsieh, Chen Liu, Volkan Cevher",Reject
581,"Cheolhyeong Kim, Seungtae Park, Hyung Hwang",Reject
582,"Pingbo Pan, Yan Yan, Tianbao Yang, Yi Yang",Reject
583,"Jun-Kun Wang, Xiaoyun Li, Ping Li",Reject
584,"Rong Ge, Sham Kakade, Rahul Kidambi, Praneeth Netrapalli",Reject
585,Aaron Defazio,Reject
586,"Chao Ma, Sebastian Tschiatschek, Konstantina Palla, Jose Lobato, Sebastian Nowozin, Cheng Zhang",Reject
587,"Amirmohammad Rooshenas, Dongxu Zhang, Gopal Sharma, Andrew McCallum",Reject
588,"Yi Qin, Ryan Hunt, Chuan Yue",Reject
589,"Marc Khoury, Dylan Hadfield-Menell",Reject
590,"Ugo Tanielian, Flavian vasile, Mike Gartrell",Reject
591,"Sarah Tan, Rich Caruana, Giles Hooker, Paul Koch, Albert Gordo",Reject
592,"Victor Carbune, Thierry Coppey, Alexander Daryin, Thomas Deselaers, Nikhil Sarda, Jay Yagnik",Reject
593,"Evan Liu, Ramtin Keramati, Sudarshan Seshadri, Kelvin Guu, Panupong Pasupat, Emma Brunskill, Percy Liang",Reject
594,"Yi-Hsuan Tsai, Kihyuk Sohn, Samuel Schulter, Manmohan Chandraker",Reject
595,"Jack Rae, Sergey Bartunov, Timothy Lillicrap",Reject
596,"Dmytro Perekrestenko, Philipp Grohs, Dennis Elbrächter, Helmut Bölcskei",Reject
597,"Shani Gamrian, Yoav Goldberg",Reject
598,"Fabian Fuchs, Oliver Groth, Adam Kosiorek, Alex Bewley, Markus Wulfmeier, Andrea Vedaldi, Ingmar Posner",Reject
599,"Oluwatobi Olabiyi, Anish Khazane, Alan Salimov, Erik T.Mueller",Reject
600,"Ken Nakanishi, Shin-ichi Maeda, Takeru Miyato, Masanori Koyama",Reject
601,"Irwan Bello, Sayali Kulkarni, Sagar Jain, Craig Boutilier, Ed Chi, Elad Eban, Xiyang Luo, Alan Mackey, Ofer Meshi",Reject
602,"Yang Zhang, Shiyu Chang, Mo Yu, Kaizhi Qian",Reject
603,"Tailin Wu, Thomas Breuel, Jan Kautz",Reject
604,"Ranjan Mondal, Sanchayan Santra, Bhabatosh Chanda",Reject
605,Lei Gu,Reject
606,"Andrey Sakryukin, Yongkang Wong, Mohan Kankanhalli",Reject
607,"Kamyar Azizzadenesheli, Brandon Yang, Weitang Liu, Emma Brunskill, Zachary Lipton, Animashree Anandkumar",Reject
608,"Ian Goodfellow, Yao Qin, David Berthelot",Reject
609,"Ruying Bao, Sihang Liang, Qingcan Wang",Reject
610,"Xiaoyun Wang, Joe Eaton, Cho-Jui Hsieh, Felix Wu",Reject
611,"Wonjun Yoon, Jisuk Park, Daeshik Kim",Reject
612,"Huili Chen, Bita Rouhani, Farinaz Koushanfar",Reject
613,"Qibing Li, Xiaolin Zheng",Reject
614,"Juan Perdomo, Yaron Singer",Reject
615,"Kojin Oshiba, Nir Rosenfeld, Amir Globerson",Reject
616,"Du Su, Ali Yekkehkhany, Yi Lu, Wenmiao Lu",Reject
617,"Piero Molino, Yang Wang, Jiawei Zhang",Reject
618,"Kamil Nar, Orhan Ocal, S. Sastry, Kannan Ramchandran",Reject
619,"Sjoerd Steenkiste, Karol Kurach, Sylvain Gelly",Reject
620,"Guangxiang Zhu, Jianhao Wang, ZhiZhou Ren, Chongjie Zhang",Reject
621,"Insu Jeon, Wonkwang Lee, Gunhee Kim",Reject
622,"Jisung Hwang, Younghoon Kim, Sanghyuk Chun, Jaejun Yoo, Ji-Hoon Kim, Dongyoon Han, Jung-Woo Ha",Reject
623,"Bai Li, Changyou Chen, Wenlin Wang, Lawrence Carin",Reject
624,"Gil Lederman, Markus Rabe, Edward Lee, Sanjit Seshia",Reject
625,"Edward Grefenstette, Robert Stanforth, Brendan O'Donoghue, Jonathan Uesato, Grzegorz Swirszcz, Pushmeet Kohli",Reject
626,"Xingyu Zhou, Tengyu Ma, Huahong Zhang",Reject
627,"Jianwei Feng, Dong Huang",Reject
628,Luca Alfaro,Reject
629,"Mahdieh Abbasi, Arezoo Rajabi, Azadeh Mozafari, Rakesh Bobba, Christian Gagné",Reject
630,"Kimin Lee, Sukmin Yun, Kibok Lee, Honglak Lee, Bo Li, Jinwoo Shin",Reject
631,"Xinbang Zhang, Zehao Huang, Naiyan Wang",Reject
632,"Suhua Lei, Huan Zhang, Ke Wang, Zhendong Su",Reject
633,"Ting-Jui Chang, Yukun He, Peng Li",Reject
634,"Ryutaro Tanno, Kai Arulkumaran, Daniel Alexander, Antonio Criminisi, Aditya Nori",Reject
635,"Suman Banerjee, Mitesh Khapra",Reject
636,"Ramakrishna Vedantam, Stefan Lee, Marcus Rohrbach, Dhruv Batra, Devi Parikh",Reject
637,"Tavi Halperin, Ariel Ephrat, Yedid Hoshen",Reject
638,"Sajad Darabi, Mouloud Belbahri, Matthieu Courbariaux, Vahid Nia",Reject
639,"Yu-Yi Su, Yung-Chih Chen, Xiang-Xiu Wu, Shih-Chieh Chang",Reject
640,"Jiawei Zhang, Limeng Cui, Fisher Gouza",Reject
641,"Jeng-Hau Lin, Yunfan Yang, Rajesh Gupta, Zhuowen Tu",Reject
642,"Jielin Qiu, Ge Huang, Tai Lee",Reject
643,"Yuan Li, Xiaodan Liang, Zhiting Hu, Yinbo Chen, Eric Xing",Reject
644,"Xiao Li, Yao Ma, Calin Belta",Reject
645,"Vikas Verma, Alex Lamb, Christopher Beckham, Amir Najafi, Aaron Courville, Ioannis Mitliagkas, Yoshua Bengio",Reject
646,"Mai Zhu, Bo Chang, Chong Fu",Reject
647,"Lei Wu, Zhanxing Zhu, Cheng Tai",Reject
648,"Jens Behrmann, Sören Dittmer, Pascal Fernsel, Peter Maass",Reject
649,"Shuai Tang, Virginia Sa",Reject
650,"Daniel Bienstock, Gonzalo Muñoz, Sebastian Pokutta",Reject
651,"Yihan Gao, Chao Zhang, Jian Peng, Aditya Parameswaran",Reject
652,"Haihong Yang, Han Wang, Shuang Guo, Wei Zhang, Huajun Chen",Reject
653,"Zheng Li, Christopher Sa",Reject
654,"Zhuohan Li, Di He, Fei Tian, Tao Qin, Liwei Wang, Tie-Yan Liu",Reject
655,"Soham De, Anirbit Mukherjee, Enayat Ullah",Reject
656,"Ke Xu, Xiaoyun Wang, Qun Jia, Jianjing An, Dong Wang",Reject
657,"Jun Lee, Sangwon Ha, Saerom Choi, Won-Jo Lee, Seungwon Lee",Reject
658,"Jeffrey McKinstry, Steven Esser, Rathinakumar Appuswamy, Deepika Bablani, John Arthur, Izzet Yildiz, Dharmendra Modha",Reject
659,"Michael Tsang, Youbang Sun, Dongxu Ren, Beibei Xin, Yan Liu",Reject
660,"Aurko Roy, Ashish Vaswani, Niki Parmar, Arvind Neelakantan",Reject
661,"Mayukh Das, Yang Yu, Devendra Dhami, Gautam Kunapuli, Sriraam Natarajan",Reject
662,"Meng Qu, Jian Tang, Yoshua Bengio",Reject
663,"Danushka Bollegala, Huda Hakami, Yuichi Yoshida, Ken-ichi Kawarabayashi",Reject
664,"Atsushi Suzuki, Yosuke Enokida, Kenji Yamanishi",Reject
665,"Bowen Wu, Nan Jiang, Zhifeng Gao, Zongsheng Wang, Suke Li, Wenge Rong, Baoxun Wang",Reject
666,"Tengfei Ma, Cao Xiao, Junyuan Shang, Jimeng Sun",Reject
667,"Shengzhong Zhang, Ziang Zhou, Zengfeng Huang, Zhongyu Wei",Reject
668,"Mingyang Yi, Huishuai Zhang, Wei Chen, Zhi-ming Ma, Tie-yan Liu",Reject
669,"Soufiane Hayou, Arnaud Doucet, Judith Rousseau",Reject
670,"Ning Zhang, Qiang Wu",Reject
671,"Ke Li, Jitendra Malik",Reject
672,"Uri Patish, Shimon Ullman",Reject
673,"Adrian Wills, Thomas Schön, Carl Jidling",Reject
674,"Reinhard Heckel, Wen Huang, Paul Hand, Vladislav Voroninski",Reject
675,"Mahsa Ghasemi, Ufuk Topcu",Reject
676,"Tobias Pohlen, Bilal Piot, Todd Hester, Mohammad Azar, Dan Horgan, David Budden, Gabriel Barth-Maron, Hado Hasselt, John Quan, Mel Večerík, Matteo Hessel, Rémi Munos, Olivier Pietquin",Reject
677,"Jay III, Guy Wolf, Smita Krishnaswamy",Reject
678,"Ananya Kumar, S. Eslami, Danilo Rezende, Marta Garnelo, Fabio Viola, Edward Lockhart, Murray Shanahan",Reject
679,"Shufei Zhang, Kaizhu Huang, Rui Zhang, Amir Hussain",Reject
680,"Xingguo Li, Junwei Lu, Zhaoran Wang, Jarvis Haupt, Tuo Zhao",Reject
681,"Mostafa Rahmani, Ping Li",Reject
682,"Su-Jin Shin, Kyungwoo Song, Il-Chul Moon",Reject
683,"Changhee Lee, Mihaela Schaar",Reject
684,"Guillaume DOQUET, Michèle SEBAG",Reject
685,"Pasquale Minervini, Matko Bosnjak, Tim Rocktäschel, Edward Grefenstette, Sebastian Riedel",Reject
686,"Jinghui Chen, Jinfeng Yi, Quanquan Gu",Reject
687,"Yuhuai Wu, Harris Chan, Jamie Kiros, Sanja Fidler, Jimmy Ba",Reject
688,"Martin Bertran, Natalia Martinez, Afroditi Papadaki, Qiang Qiu, Miguel Rodrigues, Guillermo Sapiro",Reject
689,"Mikhail Yurochkin, Mayank Agarwal, Soumya Ghosh, Kristjan Greenewald, Nghia Hoang, Yasaman Khazaeni",Reject
690,"Panos Achlioptas, Judy Fan, Robert Hawkins, Noah Goodman, Leo Guibas",Reject
691,"Linfeng Zhang, Weinan E, Lei Wang",Reject
692,"Yoram Bachrach, Richard Everett, Edward Hughes, Angeliki Lazaridou, Joel Leibo, Marc Lanctot, Mike Johanson, Wojtek Czarnecki, Thore Graepel",Reject
693,"Aharon Azulay, Yair Weiss",Reject
694,"Michael Grunwald, Matthias Hermann, Fabian Freiberg, Matthias Franz",Reject
695,"Tom Puech, Matthieu Boussard",Reject
696,"Adityanarayanan Radhakrishnan, Caroline Uhler, Mikhail Belkin",Reject
697,"Amir Feghahati, Christian Shelton, Michael Pazzani, Kevin Tang",Reject
698,"Avraham Ruderman, Neil Rabinowitz, Ari Morcos, Daniel Zoran",Reject
699,"Kate Rakelly, Evan Shelhamer, Trevor Darrell, Alexei Efros, Sergey Levine",Reject
700,Yuandong Tian,Reject
701,"Mohammad Ebrahimpour, David Noelle",Reject
702,"Cicero Santos, Inkit Padhi, Pierre Dognin, Youssef Mroueh",Reject
703,"Chong Huang, Xiao Chen, Peter Kairouz, Lalitha Sankar, Ram Rajagopal",Reject
704,"Ravichandra Addanki, Mohammad Alizadeh, Shaileshh Venkatakrishnan, Devavrat Shah, Qiaomin Xie, Zhi Xu",Reject
705,"Naganand Yadati, Vikram Nitin, Madhav Nimishakavi, Prateek Yadav, Anand Louis, Partha Talukdar",Reject
706,"Jiarui Fang, Cho-Jui Hsieh",Reject
707,"Yanwei Fu, Shun Zhang, Donghao Li, Xinwei Sun, Xiangyang Xue, Yuan Yao",Reject
708,"Qing Yang, Wei Wen, Zuoguan Wang, Yiran Chen, Hai Li",Reject
709,"Kun Wan, Boyuan Feng, Shu Yang, Yufei Ding",Reject
710,"Ron Banner, Yury Nahshan, Elad Hoffer, Daniel Soudry",Reject
711,"Wei Gao, Yi Wei, Quanquan Li, Hongwei Qin, Wanli Ouyang, Junjie Yan",Reject
712,"Shaokai Ye, Tianyun Zhang, Kaiqi Zhang, Jiayu Li, Kaidi Xu, Yunfei Yang, Fuxun Yu, Jian Tang, Makan Fardad, Sijia Liu, Xiang Chen, Xue Lin, Yanzhi Wang",Reject
713,"Royson Lee, Nic Lane, Marko Stankovic, Sourav Bhattacharya",Reject
714,"Shariq Iqbal, Fei Sha",Reject
715,"Colin Wei, Jason Lee, Qiang Liu, Tengyu Ma",Reject
716,"Ali Shafahi, W. Huang, Christoph Studer, Soheil Feizi, Tom Goldstein",Accept (Poster)
717,"Jesse Dodge, Kevin Jamieson, Noah Smith",Reject
718,"Devendra Chaplot, Lisa Lee, Ruslan Salakhutdinov, Devi Parikh, Dhruv Batra",Reject
719,"Sebastian Caldas, Jakub Konečný, Brendan McMahan, Ameet Talwalkar",Reject
720,"Junhyuk Oh, Yijie Guo, Satinder Singh, Honglak Lee",Reject
721,"Tianxiao Shen, Myle Ott, Michael Auli, Marc’Aurelio Ranzato",Reject
722,"Yi Wu, Yuxin Wu, Aviv Tamar, Stuart Russell, Georgia Gkioxari, Yuandong Tian",Reject
723,"Scott Reed, Yusuf Aytar, Ziyu Wang, Tom Paine, Aäron Oord, Tobias Pfaff, Sergio Gomez, Alexander Novikov, David Budden, Oriol Vinyals",Reject
724,"Tom Paine, Sergio Gomez, Ziyu Wang, Scott Reed, Yusuf Aytar, Tobias Pfaff, Matt Hoffman, Gabriel Barth-Maron, Serkan Cabi, David Budden, Nando Freitas",Reject
725,"Bichen Wu, Yanghan Wang, Peizhao Zhang, Yuandong Tian, Peter Vajda, Kurt Keutzer",Reject
726,"Hongyin Luo, Yichen Li, Jie Fu, James Glass",Reject
727,"Adam Oberman, Jeff Calder",Reject
728,"Marlos Machado, Marc Bellemare, Michael Bowling",Reject
729,"Eunhyeok Park, Dongyoung Kim, Sungjoo Yoo, Peter Vajda",Reject
730,"Hao Zhu, Yankai Lin, Zhiyuan Liu, Jie Fu, Tat-seng Sun",Reject
731,"Muthuvel Murugan, K Subrahmanyam",Reject
732,"Matthew Amodio, David Dijk, Ruth Montgomery, Guy Wolf, Smita Krishnaswamy",Reject
733,"Sanghyun Hong, Michael Davinroy, Yigitcan Kaya, Stuart Locke, Ian Rackow, Kevin Kulda, Dana Dachman-Soled, Tudor Dumitraș",Reject
734,"Arjun Bhagoji, Supriyo Chakraborty, Seraphin Calo, Prateek Mittal",Reject
735,"Sunil Thulasidasan, Tanmoy Bhattacharya, Jeffrey Bilmes, Gopinath Chennupati, Jamal Mohd-Yusof",Reject
736,"Chuan Guo, Jacob Gardner, Yurong You, Andrew Wilson, Kilian Weinberger",Reject
737,"Erin Grant, Ghassen Jerfel, Katherine Heller, Thomas Griffiths",Reject
738,"Tomáš Pevný, Vojtěch Kovařík",Reject
739,"Alexandre Lacoste, Boris Oreshkin, Wonchang Chung, Thomas Boquet, Negar Rostamzadeh, David Krueger",Reject
740,"Agustinus Kristiadi, Asja Fischer",Reject
741,"Nicolas Ford, Justin Gilmer, Ekin Cubuk",Reject
742,"Alex Lee, Richard Zhang, Frederik Ebert, Pieter Abbeel, Chelsea Finn, Sergey Levine",Reject
743,"Minshuo Chen, Xingguo Li, Tuo Zhao",Reject
744,"Günther Schindler, Wolfgang Roth, Franz Pernkopf, Holger Fröning",Reject
745,"Samyam Rajbhandari, Harsh Shrivastava, Yuxiong He",Reject
746,"Marvin Teichmann, Roberto Cipolla",Reject
747,"Lukas Balles, Thomas Fischbacher",Reject
748,"Jiacang Ho, Dae-Ki Kang",Reject
749,"Haihao Shen, Jiong Gong, Xiaoli Liu, Guoming Zhang, Ge Jin, and Lin",Reject
750,"Adrien Bitton, Philippe Esling, Axel Chemla-Romeu-Santos",Reject
751,"Renata Khasanova, Pascal Frossard",Reject
752,"Chandan Kumar, Subrahmanyam Vaddi, Aishwarya Sarkar",Reject
753,"S. Rezatofighi, Roman Kaskman, Farbod Motlagh, Qinfeng Shi, Daniel Cremers, Laura Leal-Taixé, Ian Reid",Reject
754,"Chih-Kuan Yeh, Ian Yen, Hong-You Chen, Chun-Pei Yang, Shou-De Lin, Pradeep Ravikumar",Reject
755,"Zhuwei Qin, Fuxun Yu, Chenchen Liu, Xiang Chen",Reject
756,Yiqun Duan,Reject
757,"Songtao Lu, Rahul Singh, Xiangyi Chen, Yongxin Chen, Mingyi Hong",Reject
758,"Trieu Trinh, Quoc Le",Reject
759,"Nicholas Carlini, Ulfar Erlingsson, Nicolas Papernot",Reject
760,"Han Zhao, Yao-Hung Tsai, Ruslan Salakhutdinov, Geoff Gordon",Reject
761,"Tianfan Fu, Tian Gao, Cao Xiao, Tengfei Ma, Jimeng Sun",Reject
762,"Shen-Huan Lv, Lu Wang, Zhi-Hua Zhou",Reject
763,"Yajie Bao, Yang Li, Shao-Lun Huang, Lin Zhang, Amir Zamir, Leonidas Guibas",Reject
764,"Jongheon Jeong, Jinwoo Shin",Reject
765,"Yarin Gal, Lewis Smith",Reject
766,"Thiago Serra, Srikumar Ramalingam",Reject
767,"Xinyang Zhang, Yifan Huang, Chanh Nguyen, Shouling Ji, Ting Wang",Reject
768,"Paul Michel, Graham Neubig, Xian Li, Juan Pino",Reject
769,"Lu Lu, Yanhui Su, George Karniadakis",Reject
770,"Yintai Ma, Diego Klabjan",Reject
771,"George Philipp, Jaime Carbonell",Reject
772,"Donghyun Kim, Sarah Bargal, Jianming Zhang, Stan Sclaroff",Reject
773,"Chris Finlay, Adam Oberman, Bilal Abbasi",Reject
774,Aaron Defazio,Reject
775,"Ke Li, Jitendra Malik",Reject
776,"Yuangang Pan, Avinash Singh, Ivor Tsang, Chin-teng Lin",Reject
777,"Yu Gai, Zheng Zhang, Kyunghyun Cho",Reject
778,"Rudrasis Chakraborty, Jose Bouza, Jonathan Manton, Baba Vemuri",Reject
779,"Ravid Shwartz-Ziv, Amichai Painsky, Naftali Tishby",Reject
780,"Jikai Hou, Kaixuan Huang, Zhihua Zhang",Reject
781,"Lei Wu, Chao Ma, Weinan E",Reject
782,"Paul Vicol, Jeffery HaoChen, Roger Grosse",Reject
783,"Zhang-Wei Hong, Tsu-Jui Fu, Tzu-Yun Shann, Yi-Hsiang Chang, Chun-Yi Lee",Reject
784,"Alina Kloss, Jeannette Bohg",Reject
785,"Bruno Lecouat, Chuan-Sheng Foo, Houssam Zenati, Vijay Chandrasekhar",Reject
786,"Or Litany, Daniel Freedman",Reject
787,"Marvin Zhang, Sharad Vikram, Laura Smith, Pieter Abbeel, Matthew Johnson, Sergey Levine",Reject
788,"Jisoo Jeong, Seungeui Lee, Nojun Kwak",Reject
789,"Ameet Deshpande, Mitesh M.Khapra",Reject
790,"Jin-Young Kim, Sung-Bae Cho",Reject
791,"Antonia Creswell, Yumnah Mohamied, Biswa Sengupta, Anil Bharath",Reject
792,"Rafael Valle, Wilson Cai, Anish Doshi",Reject
793,"Niru Maheswaranathan, Luke Metz, George Tucker, Dami Choi, Jascha Sohl-Dickstein",Reject
794,"Marc Fischer, Mislav Balunovic, Dana Drachsler-Cohen, Timon Gehr, Ce Zhang, Martin Vechev",Reject
795,"Alexandre Sablayrolles, Matthijs Douze, Cordelia Schmid, Hervé Jégou",Reject
796,"Xiaodong Jia, Liang Zhao, Lian Zhang, Juncai He, Jinchao Xu",Reject
797,Gaëtan Hadjeres,Reject
798,"Duc Nguyen, Zhongyu Lou, Michael Klar, Thomas Brox",Reject
799,Michael Tetelman,Reject
800,"Oleksiy Ostapenko, Mihai Puscas, Tassilo Klein, Moin Nabi",Reject
801,"Patrick Schwab, Lorenz Linhardt, Walter Karlen",Reject
802,"Zahra Ebrahimzadeh, Min Zheng, Selcuk Karakas, Samantha Kleinberg",Reject
803,"Xin Luo, Hankz Zhuo",Reject
804,"Heinrich Jiang, Yifan Wu, Ofir Nachum",Reject
805,"Donghoon Lee, Chang Yoo",Reject
806,"Kevin Liang, Chunyuan Li, Guoyin Wang, Lawrence Carin",Reject
807,"Isabela Albuquerque, João Monteiro, Thang Doan, Breandan Considine, Tiago Falk, Ioannis Mitliagkas",Reject
808,"Kelvin Xu, Ellis Ratner, Anca Dragan, Sergey Levine, Chelsea Finn",Reject
809,"Yingtao Tian, Jesse Engel",Reject
810,"Xinqi Chen, Ming Hou, Guoxu Zhou, Qibin Zhao",Reject
811,"Yassine Benyahia, Kaicheng Yu, Kamil Bennani-Smires, Martin Jaggi, Anthony Davison, Mathieu Salzmann, Claudiu Musat",Reject
812,"Hanze Dong, Yanwei Fu, Leonid Sigal, SungJu Hwang, Yu-Gang Jiang, Xiangyang Xue",Reject
813,"Avraham Ruderman, Richard Everett, Bristy Sikder, Hubert Soyer, Jonathan Uesato, Ananya Kumar, Charlie Beattie, Pushmeet Kohli",Reject
814,"Pierre jacob, David Picard, Aymeric Histace, Edouard Klein",Reject
815,"Sen Zhao, Mahdi Fard, Maya Gupta",Reject
816,"Sungyeob Han, Daeyoung Kim, Jungwoo Lee",Reject
817,"Alex Lamb, Jonathan Binas, Anirudh Goyal, Dmitriy Serdyuk, Sandeep Subramanian, Ioannis Mitliagkas, Yoshua Bengio",Reject
818,"Sicong Liu, Anshumali Shrivastava, Junzhao Du, Lin Zhong",Reject
819,"Jialian Li, Hang Su, Jun Zhu",Reject
820,"Tiago Pimentel, Marianne Monteiro, Juliano Viana, Adriano Veloso, Nivio Ziviani",Reject
821,"Robin Geyer, Tassilo Klein, Moin Nabi",Reject
822,"Eliav Buchnik, Edith Cohen, Avinatan Hassidim, Yossi Matias",Reject
823,"catalin ionescu, tejas kulkarni, aaron oord, andriy mnih, vlad mnih",Reject
824,"Yuri Burda, Harri Edwards, Deepak Pathak, Amos Storkey, Trevor Darrell, Alexei Efros",Accept (Poster)
825,"Timothée Lesort, Hugo Caselles-Dupré, Michael Garcia-Ortiz, Jean-François Goudou, David Filliat",Reject
826,"Feng Gao, Guy Wolf, Matthew Hirn",Reject
827,"Arthur Guez, Mehdi Mirza, Karol Gregor, Rishabh Kabra, Sébastien Racanière, Théophane Weber, David Raposo, Adam Santoro, Laurent Orseau, Tom Eccles, Greg Wayne, David Silver, Timothy Lillicrap",Reject
828,"Hyunwoo Jung, Moonsu Han, Minki Kang, Sungju Hwang",Reject
829,"Huan Wang, Yuxiang Hu, Li Dong, Feijun Jiang, Zaiqing Nie",Reject
830,"Robert Taylor, Yusong Tan",Reject
831,"Oleksandr Shchur, Stephan Günnemann",Reject
832,"Wenpeng Hu, Zhengwei Tao, Zhanxing Zhu, Bing Liu, Zhou Lin, Jinwen Ma, Dongyan Zhao, Rui Yan",Reject
833,"Zhibing Zhao, Yingce Xia, Tao Qin, Tie-Yan Liu",Reject
834,"Jiali Yao, Raphael Shu, Xinjian Li, Katsutoshi Ohtsuki, Hideki Nakayama",Reject
835,"Junlang Zhan, Hai Zhao",Reject
836,"Guolin Ke, Jia Zhang, Zhenhui Xu, Jiang Bian, Tie-Yan Liu",Reject
837,"Chen Xu, Chengzhen Fu, Peng Jiang, Wenwu Ou",Reject
838,"Jiecao Yu, Jongsoo Park, Maxim Naumov",Reject
839,"Phi Nguyen, Shafiq Joty",Reject
840,"Raphael Tang, Jimmy Lin",Reject
841,"Minseong Kim, Hyun-Chul Choi",Reject
842,"Taesik Na, Minah Lee, Burhan Mudassar, Priyabrata Saha, Jong Ko, Saibal Mukhopadhyay",Reject
843,"Chunsheng Guo, Wenlong Du, Na Ying",Reject
844,Weikai Qi,Reject
845,"Yuetong Du, Xiaodong Gu, Junqin Liu, Liwen He",Reject
846,"Dina Bashkirova, Ben Usman, Kate Saenko",Reject
847,"Akihiro Iohara, Takahito Ogawa, Toshiyuki Tanaka",Reject
848,"Boli Fang, Chuck Jia, Miao Jiang, Dhawal Chaturvedi",Reject
849,Peng Yuankai,Reject
850,"Alexander Tong, David Dijk, Jay Stanley, Guy Wolf, Smita Krishnaswamy",Reject
851,"Zhihao LI, Toshiyuki MOTOYOSHI, Kazuma SASAKI, Tetsuya OGATA, Shigeki SUGANO",Reject
852,Yi Liu,Reject
853,"Jiahong Ouyang, Guanhua Wang, Enhao Gong, Kevin Chen, John Zaharchuk",Reject
854,"Daniel Castro, Jeremy Tan, Bernhard Kainz, Ender Konukoglu, Ben Glocker",Reject
855,"Joao Henriques, Sebastien Ehrhardt, Samuel Albanie, Andrea Vedaldi",Reject
856,"Simon Odense, Artur Garcez",Reject
857,"Tengyu Xu, Yi Zhou, Kaiyi Ji, Yingbin Liang",Reject
858,"Hichem Mezaoui, Isar Nejadgholi",Reject
859,Y. Cooper,Reject
860,"Wei Zhu, Qiang Qiu, Bao Wang, Jianfeng Lu, Guillermo Sapiro, Ingrid Daubechies",Reject
861,"Alexander Cowen-Rivers, Pasquale Minervini",Reject
862,"Chao Du, Kun Xu, Chongxuan Li, Jun Zhu, Bo Zhang",Reject
863,"Karol Kurach, Mario Lucic, Xiaohua Zhai, Marcin Michalski, Sylvain Gelly",Reject
864,"Aibek Alanov, Max Kochurov, Daniil Yashkov, Dmitry Vetrov",Reject
865,"Shaohui Liu, Yi Wei, Jiwen Lu, Jie Zhou",Reject
866,"Michel Besserve, Remy Sun, Bernhard Schoelkopf",Reject
867,"Timo Korthals, Marc Hesse, Jürgen Leitner",Reject
868,"Łukasz Maziarka, Agnieszka Pocha, Jan Kaczmarczyk, Michał Warchoł",Reject
869,"Zhaodong Chen, Lei Deng, Guoqi Li, Jiawei Sun, Xing Hu, Ling Liang, YufeiDing YufeiDing, Yuan Xie",Reject
870,"Siming Yan, Bowen Xiao, Yimeng Zhang, Tai Lee",Reject
871,Laurence Aitchison,Reject
872,"Mingwei Wei, James Stokes, David Schwab",Reject
873,"Kun Wan, Boyuan Feng, Lingwei Xie, Yufei Ding",Reject
874,"Boyuan Feng, Kun Wan, Shu Yang, Yufei Ding",Reject
875,"Liangbo He, Hao Sun",Reject
876,"Gaurav Malhotra, Jeffrey Bowers",Reject
877,"Tao Sun, Zhewei Wang, C. Smith, Jundong Liu",Reject
878,"Peter Sadowski, Pierre Baldi",Reject
879,"Ga Wu, Justin Domke, Scott Sanner",Reject
880,"Nhat Ho, Tan Nguyen, Ankit Patel, Anima Anandkumar, Michael Jordan, Richard Baraniuk",Reject
881,"Zhenwen Dai, Eric Meissner, Neil Lawrence",Reject
